553598746,0,4877,5480,3965,
553599746,0,4876,5449,3976,
553600746,0,4864,5464,3974,
553601746,0,4870,5460,3976,
553602746,0,4891,5458,3974,
553603746,0,4879,5457,3977,
553604746,0,4864,5457,3970,
553605746,0,4868,5458,3975,
553606746,0,4878,5454,3975,
553607746,0,4876,5456,3978,
553608746,0,4871,5457,3950,
553609746,0,4874,5456,3971,
553610746,0,4880,5456,3974,
553611746,0,4869,5456,3975,
553612746,0,4866,5463,3973,
553613746,0,4879,5463,3978,
553614746,0,4888,5470,3977,
553615746,0,4872,5456,3974,
553616746,0,4875,5456,3982,
553617746,0,4877,5456,3987,
553618746,0,4875,5458,3978,
553619746,0,4878,5456,3974,
553620746,0,4868,5456,3972,
553621746,0,4870,5455,3971,
553622746,0,4876,5455,3975,
553623746,0,4873,5457,3975,
553624746,0,4875,5456,3975,
553625746,0,4875,5454,3976,
553626746,0,4877,5455,3972,
553627746,0,4873,5456,3976,
553628746,0,4870,5456,3962,
553629746,0,4876,5461,3977,
553630746,0,4876,5458,3974,
553631746,0,4874,5457,3974,
553632746,0,4877,5456,3971,
553633746,0,4878,5457,3976,
553634746,0,4876,5456,3976,
553635746,0,4875,5457,3968,
553636746,0,4875,5455,3971,
553637746,0,4864,5455,3979,
553638746,0,4872,5454,3957,
553639746,0,4872,5455,3970,
553640746,0,4876,5457,3975,
553641746,0,4876,5455,3975,
553642746,0,4875,5457,3976,
553643746,0,4883,5457,3978,
553644746,0,4874,5455,3978,
553645746,0,4875,5458,3970,
553646746,0,4876,5456,3975,
553647746,0,4877,5457,3973,
553648746,0,4874,5456,3963,
553649746,0,4871,5457,3972,
553650746,0,4874,5456,3975,
553651746,0,4877,5455,3976,
553652746,0,4877,5457,3975,
553653746,0,4875,5454,3975,
553654746,0,4875,5456,3971,
553655746,0,4874,5456,3973,
553656746,0,4875,5456,3972,
553657746,0,4873,5455,3975,
553658746,0,4870,5455,3975,
553659746,0,4875,5457,3974,
553660746,0,4876,5456,3977,
553661746,0,4876,5456,3980,
553662746,0,4882,5456,3975,
553663746,0,4877,5455,3979,
553664746,0,4874,5456,3976,
553665746,0,4876,5454,3969,
553666746,0,4873,5444,3976,
553667746,0,4873,5459,3978,
553668746,0,4873,5455,3970,
553669746,0,4876,5456,3975,
553670746,0,4878,5457,3978,
553671746,0,4871,5458,3973,
553672746,0,4874,5456,3975,
553673746,0,4877,5456,3972,
553674746,0,4865,5458,3978,
553675746,0,4875,5459,3973,
553676746,0,4874,5456,3970,
553677746,0,4876,5456,3981,
553678746,0,4879,5464,3973,
553679746,0,4878,5454,3960,
553680746,0,4876,5457,3980,
553681746,0,4875,5456,3975,
553682746,0,4874,5458,3976,
553683746,0,4876,5457,3975,
553684746,0,4877,5452,3975,
553685746,0,4877,5458,3973,
553686746,0,4877,5456,3979,
553687746,0,4878,5457,3977,
553688746,0,4876,5455,3977,
553689746,0,4878,5456,3972,
553690746,0,4881,5457,3971,
553691746,0,4876,5455,3976,
553692746,0,4876,5457,3977,
553693746,0,4878,5447,3977,
553694746,0,4876,5452,3975,
553695746,0,4877,5458,3974,
553696746,0,4875,5452,3978,
553697746,0,4876,5457,3974,
553698746,0,4876,5456,3975,
553699746,0,4880,5453,3966,
553700746,0,4896,5457,3976,
553701746,0,4894,5456,3974,
553702746,0,4878,5450,3976,
553703746,0,4878,5457,3978,
553704746,0,4876,5457,3973,
553705746,0,4872,5453,3977,
553706746,0,4870,5457,3975,
553707746,0,4892,5456,3976,
553708746,0,4896,5456,3967,
553709746,0,4895,5457,3975,
553710746,0,4855,5456,3977,
553711746,0,4855,5455,3976,
553712746,0,4903,5456,3975,
553713746,0,4874,5458,3979,
553714746,0,4873,5456,3975,
553715746,0,4881,5457,3976,
553716746,0,4883,5458,3976,
553717746,0,4871,5466,3980,
553718746,0,4859,5458,4000,
553719746,0,4899,5455,3983,
553720746,0,4900,5456,3975,
553721746,0,4856,5457,3974,
553722746,0,4875,5454,3972,
